Order No,Cust ID,Order Date,Order Status,Order Amount,Feedback
4.26E+18,HIZT1552,21-06-2025 12:02,Other,,Your so-called '24/7' Chatbot support is clearly not available at night.
4.26E+18,4IJ77266,21-06-2025 12:07,Other,,THE OTP TO COMPLETE MY TRANSACTION ON THE CHATBOT NEVER ARRIVED.
4.26E+18,02U92092,21-06-2025 12:19,Other,,The agent at the Phone Call went above and beyond to help me with my Insurance.
4.26E+18,50XM1423,21-06-2025 12:30,Other,,Everything was clear and transparent from the start. Very happy with the Insurance.
4.26E+18,SIG69909,21-06-2025 12:31,Other,,The app is buggy and keeps logging me out while I'm trying to manage my Savings Account.
4.26E+18,50XM1423,21-06-2025 12:32,Other,,Why does it take over two weeks to get a simple Savings Account approved?
4.26E+18,1OGJ0031,21-06-2025 12:49,Other,,REQUESTING MORE INFORMATION ABOUT THE SAVINGS ACCOUNT BENEFITS.
4.26E+18,ZCQN8151,21-06-2025 13:15,Other,,Your website color scheme is boring. You should use more orange.
4.26E+18,ZCQN8151,21-06-2025 13:20,Other,,Why does it take oor two weeks to get a simple Credit Card approved?
4.26E+18,6WQ20325,21-06-2025 13:23,Other,,Whtdoes it take over two weeks to get a simple Credit Card approved?
4.26E+18,JNKL0303,21-06-2025 13:31,Other,,customer service on your website was useless. they couldn't answer any of my questions.
4.26E+18,BY764837,21-06-2025 13:36,Other,,received a quote for my car loan.
4.26E+18,W5G22062,21-06-2025 13:39,Won,1755,Customer service on your Mobile App was useless. They couldn't answer any of my questions.
4.26E+18,244G0828,21-06-2025 13:39,Other,,My application for a Personal Loan was rejected without any exptnation. What a waste of time.
4.26E+18,2F7O3750,21-06-2025 13:40,Other,,The information on the Website is misleading and outdated.
4.26E+18,CF1Y7809,21-06-2025 13:40,Other,,The information on the In-Person Branch is misleading and outdated.
4.26E+18,KTIK2826,21-06-2025 13:41,Other,,I have submitted my application for te Savings Account.
4.26E+18,3UUA0488,21-06-2025 13:48,Other,,I was approved for my Personal Loan in minutes. Excellent service.
4.26E+18,3UUA0488,21-06-2025 13:49,Other,,TRYING TO UNDERSTAND THE TERMS AND CONDITIONS FOR THE PERSONAL LOAN.
4.26E+18,3UUA0488,21-06-2025 13:51,Other,,The information on the Chatbot is misleading and outdateq
4.26E+18,97CE2256,21-06-2025 13:52,Other,,The In-Person Branch is very user-friendly and easy to navigate. A great experience.
4.26E+18,50XM1423,21-06-2025 13:54,Other,,The In-Person Branch is very user-friendly and easy to navigate. A great experience.
4.26E+18,3UUA0488,21-06-2025 13:54,Other,,Trying to understand the terms andronditions for the Insurance.
4.26E+18,XD2L6720,21-06-2025 14:15,Other,,is there an annual fee for this savings account?
4.26E+18,ZPZY9268,21-06-2025 14:23,Other,,The information on the Chatbot is misleading and outdated.
4.26E+18,TQ0Q2458,21-06-2025 14:25,Won,34815,I was approved for my Personal Loan in minutes. Excellent service.
4.26E+18,TQ0Q2458,21-06-2025 14:26,Won,16250,The staff I spoke to via In-Person Branch were so helpful and patient.
4.26E+18,CF1Y7809,21-06-2025 14:26,Other,,My application for a Insurance was rejected without any expldation. What a waste of time.
4.26E+18,4QSX9115,21-06-2025 14:27,Other,,THE APP IS BUGGY AND KEEPS LOGGING ME OUT WHILE I'M TRYING TO MANAGE MY CREDIT CARD.
4.26E+18,P0UU8081,21-06-2025 14:28,Other,,The Website is very user-friendly and easy to navigate. A great experience.
4.26E+18,OOQR5888,21-06-2025 14:36,Other,,Just confirming that my documents for the Savings Account were received.
4.26E+18,QFTO7002,21-06-2025 14:43,Other,,the information on the chatbot is misleading and outdated.
4.26E+18,1TQI6642,21-06-2025 14:50,Won,887,Your website color scheme is boring. You should use more orange.
4.26E+18,96UN5509,21-06-2025 14:50,Other,,Requesting more information about the Savings Account benefits.
4.26E+18,ZCQN8151,21-06-2025 14:50,Other,,What are the international usage charges for my Personal Loan?
4.26E+18,CVX14473,21-06-2025 14:52,Other,,The information on the Mobile App is misleading and okdated.
4.26E+18,ZCQN8151,21-06-2025 15:04,Other,,The Website kept crashing when I tried to apply for a Credit Card.
4.26E+18,RVBX9802,21-06-2025 15:05,Other,,The information on the Chatbot is misleading and outdated.
4.26E+18,JW1D1519,21-06-2025 15:06,Other,,The interest rate on my Credit Card is fantastic. Better than I expected.
4.26E+18,E41K8026,21-06-2025 15:07,Other,,The fine print in the Car Ldn agreement is predatory and confusing.
4.26E+18,ZCQN8151,21-06-2025 15:12,Other,,Theznterest rate on my Car Loan is fantastic. Better than I expected.
4.26E+18,ODJR9235,21-06-2025 15:20,Other,,I zs on hold for 45 minutes when I called your Chatbot. Terrible support.
4.26E+18,YVWB3991,21-06-2025 15:37,Won,72099,your phone call chatbot actually solved my problem without needing a human!
4.26E+18,YVWB3991,21-06-2025 15:38,Won,19702,Just confirming that my documents for the Inerance were received.
4.26E+18,YVWB3991,21-06-2025 15:38,Won,43159,THE PROCESS ON THE PHONE CALL WAS INCREDIBLY SMOOTH AND FAST!
4.26E+18,E41K8026,21-06-2025 15:52,Other,,trying to understand the terms and conditions for the insurance.
4.26E+18,J3PT9558,21-06-2025 16:01,Other,,my new credit card is now active.
4.26E+18,VK3N5665,21-06-2025 16:25,Other,,Why do I have to submit the same document three times for one Credit Card application?
4.26E+18,VK3N5665,21-06-2025 16:26,Other,,Is there an annual fee fa this Car Loan?
4.26E+18,VK3N5665,21-06-2025 16:27,Other,,Why do I have to submit the same document three times for one Credit Card application?
4.26E+18,VK3N5665,21-06-2025 16:31,Other,,YOUR SO-CALLED '24/7' WEBSITE SUPPORT IS CLEARLY NOT AVAILABLE AT NIGHT.
4.26E+18,JW1D1519,21-06-2025 16:34,Other,,The Mobile App kept crashing when I tried to apply for a Savings Account.
4.26E+18,8WUE7141,21-06-2025 16:43,Won,7276,The OTP to complete my transaction on the Chatbot never arrived.
4.26E+18,9JUJ5878,21-06-2025 16:45,Other,,The agent at the Chatbot went above and beyond to help me with my Car Loan.
4.26E+18,E41K8026,21-06-2025 16:45,Other,,THE IN-PERSON BRANCH KEPT CRASHING WHEN I TRIED TO APPLY FOR A SAVINGS ACCOUNT.
4.26E+18,G1QJ4623,21-06-2025 16:55,Other,,The Mobile App kept crashing when I tried to apply for a Insurance.
4.26E+18,8WUE7141,21-06-2025 17:06,Other,,The OTP to complete my transaction on the Phone Call never arrived.
4.26E+18,C0FN4996,21-06-2025 17:08,Other,,The staff I spoke to via In-Person Branch were so helpful and patient.
4.26E+18,WX1I0501,21-06-2025 17:10,Other,,Trying to understand the terms and conditions for the Car Loan.
4.26E+18,6X894534,21-06-2025 17:33,Other,,Requesting more information about the Insurance benefits.
4.26E+18,Q7ET2685,21-06-2025 17:33,Other,,THE INSURANCE CLAIM FOR MY INSURANCE WAS DENIED FOR A RIDICULOUS REASON.
4.26E+18,EJNE8480,21-06-2025 17:39,Other,,There are so many hidden fees! The Personal Loan costs way more than advertised.
4.26E+18,DOPY1409,21-06-2025 17:41,Other,,The KYC verification process for the Personal Loan is a nightmare. It failed multiple times.
4.26E+18,X1Z97370,21-06-2025 17:48,Other,,"I am the best financial advisor in Haryana, contact me for portfolio management."
4.26E+18,PL127751,21-06-2025 17:50,Other,,Your Mobile App chatbot actually solved my problem without needing a human!
4.26E+18,0N0B3619,21-06-2025 17:51,Other,,"I was promised a call back from your Phone Call support team, but nobody ever called."
4.26E+18,ZJZS5403,21-06-2025 17:54,Other,,This is a test comment.
4.26E+18,8MTT2222,21-06-2025 17:56,Other,,Why does it take over two weeks to get a simple Insurance approved?
4.26E+18,E41K8026,21-06-2025 17:57,Other,,The In-Person Branch kept crashing when I tried to apply for a Car Loan.
4.26E+18,S9K60131,21-06-2025 17:58,Other,,The Phone Call kept crashing when I tried to apply for a Car Loan.
4.26E+18,ZJZS5403,21-06-2025 17:59,Won,1543,Your so-called '24/7' Mobile App support is clearly not available at night.
4.26E+18,4HSD5535,21-06-2025 18:01,Other,,The agent at the Mobile App went above and beyond to help me with my Credit Card.
4.26E+18,FE9Y5159,21-06-2025 18:04,Won,1082,LOVE THE BENEFITS OFFERED WITH MY NEW INSURANCE. HIGHLY RECOMMEND.
4.26E+18,0N0B3619,21-06-2025 18:08,Other,,Trying to understand the terms and conditions for the Credit Card.
4.26E+18,J7OZ5245,21-06-2025 18:11,Other,,The new features in the mobile app for my Insurance are brilliant.
4.26E+18,EHQC7123,21-06-2025 18:17,Won,888,The KYC verification process for the Savings Account is a nightmare. It failed multiple times.
4.26E+18,9RR41931,21-06-2025 18:26,Other,,I have submitted my application for the Savings Account.
4.26E+18,FPWC6845,21-06-2025 18:27,Other,,Why does it take over two weeks to get a simple Credit Card approved?
4.26E+18,9RR41931,21-06-2025 18:27,Other,,The OTP to complete my transaction on the In-Person Branch never arrived.
4.26E+18,G1QJ4623,21-06-2025 18:30,Other,,THE STAFF I SPOKE TO VIA IN-PERSON BRANCH WERE SO HELPFUL AND PATIENT.
4.26E+18,GLT23728,21-06-2025 18:56,Other,,I was approved for my Credit Card in minutes. Excellent service.
4.26E+18,GXBU4003,21-06-2025 19:07,Won,13410,The process on the In-Person Branch was incredibly smooth and fast!
4.26E+18,GXBU4003,21-06-2025 19:15,Other,,The OTP to complete my transaction on the Phone Call never arrived.
4.26E+18,SWUM8000,21-06-2025 19:36,Won,887,I was approved for my Car Loan in minutes. Excellent service.
4.26E+18,OEMW9669,21-06-2025 19:58,Other,,"I was promised a call back from your Website support team, but nobody ever called."
4.26E+18,OEMW9669,21-06-2025 20:02,Other,,Customer service on your In-Person Branch was useless. They couldn't answer any of my questions.
4.26E+18,BJAS7784,21-06-2025 20:02,Other,,Great deals on holiday packages! Visit my website.
4.26E+18,4X4Z2143,21-06-2025 20:04,Other,,Customer service on your Mobile App was useless. They couldn't answer any of my questions.
4.26E+18,UX749822,21-06-2025 20:12,Other,,The weather today is very pleasant.
4.26E+18,DOPY1409,21-06-2025 20:29,Other,,Why do I have to submit the same document three times for one Personal Loan application?
4.26E+18,DOPY1409,21-06-2025 20:30,Other,,There are so many hidden fees! The Car Loan costs way more than advertised.
4.26E+18,DOPY1409,21-06-2025 20:35,Other,,Why does it take over two weeks taget a simple Savings Account approved?
4.26E+18,DOPY1409,21-06-2025 20:38,Other,,The OTP to complete my transaction on the In-Person Branch never arrived.
4.26E+18,RAL83079,21-06-2025 20:41,Other,,Seamless experience from start to finish. 10/10.
4.26E+18,G9KJ5511,21-06-2025 20:48,Other,,The OTP to complete my transaction on the Chatbot never arrived.
4.26E+18,H9GQ8855,21-06-2025 20:49,Won,888,The new features in the mobile app fordy Personal Loan are brilliant.
4.26E+18,N5PT6579,21-06-2025 21:00,Other,,I WAS ON HOLD FOR 45 MINUTES WHEN I CALLED YOUR IN-PERSON BRANCH. TERRIBLE SUPPORT.
4.26E+18,UJWK4370,21-06-2025 21:42,Other,,Why does it take over two weeks to get a simple Credit Card approved?
4.26E+18,V7AT3937,21-06-2025 21:54,Other,,Why does it take over two weeks to get a simple Insurance approved?
4.26E+18,ECKF4881,21-06-2025 21:57,Won,11832,I appreciate the proactive communication throughout the Savings Account application process.
4.26E+18,OYP86789,21-06-2025 22:00,Other,,Everything was clear and transparent from the start. Very happy with the Savings Account.
4.26E+18,9AR39526,21-06-2025 22:06,Other,,Subscribe to my YouTube channel for daily vlogs!
4.26E+18,CEG20607,21-06-2025 22:08,Other,,"I AM THE BEST FINANCIAL ADVISOR IN HARYANA, CONTACT ME FOR PORTFOLIO MANAGEMENT."
4.26E+18,YVWB3991,21-06-2025 22:17,Won,20461,got my credit card documents and welcome kit very quickly. super efficient!
4.26E+18,UJWK4370,21-06-2025 22:23,Other,,received a quote for my personal loan.
4.26E+18,9AR39526,21-06-2025 22:23,Other,,Seamless experience from start to finish. 10/10.
4.26E+18,JNKL0303,21-06-2025 22:25,Won,887,The new features in the mobile app for my Credit Card are brilliant.
4.26E+18,UJWK4370,21-06-2025 22:28,Other,,"I am the best financial vvisor in Haryana, contact me for portfolio management."
4.26E+18,VQV78505,21-06-2025 22:36,Other,,Can someone help me with my homework?
4.26E+18,9AR39526,21-06-2025 22:38,Other,,Seamless experience from start to finish. 10/10.
4.26E+18,A1IQ3913,21-06-2025 22:40,Other,,My monthly statement for the Savings Account has been generated.
4.26E+18,W1Z66856,21-06-2025 22:53,Other,,Your website color scheme is boring. You should use more orange.
4.26E+18,12PI7475,21-06-2025 22:54,Other,,received a quote for my insurance.
4.26E+18,OCJZ1011,21-06-2025 23:09,Won,18252,Customer service on your Mobile App was useless. They couldn't answer any of my questions.
4.26E+18,Y0RN4797,21-06-2025 23:11,Won,1556,The staff I spoke to via Website were so helpful and patient.
4.26E+18,BEN48170,21-06-2025 23:18,Other,,The agent at the Chatbot went above and beyond to help me with my Car Loan.
4.26E+18,271P7272,21-06-2025 23:19,Other,,The Website is very user-friendly and easy to navigate. A great experience.
4.26E+18,UC9G3764,21-06-2025 23:45,Other,,can someone help me with my homework?
4.26E+18,HOH61449,21-06-2025 23:51,Other,,i was on hold for 45 minutes when i called your chatbot. terrible support.
4.26E+18,PU0R9735,21-06-2026 00:17,Other,,Requesting more information about the Savings Account benefits.
4.26E+18,RWWQ1151,21-06-2026 00:18,Other,,there are so many hidden fees! the insurance costs way more than advertised.
4.26E+18,RW004345,21-06-2026 00:23,Other,,The insurance claim for my Savings Account was denied for a ridiculous reason.
4.26E+18,RWWQ1151,21-06-2026 00:29,Other,,The fine print in the Insurance agreement is predatory and confusing.
4.26E+18,RWWQ1151,21-06-2026 00:33,Other,,The app is buggy and keeps logging me out while I'm trying to manage my Personal Loan.
4.26E+18,6R5H9263,21-06-2026 02:05,Other,,The staff I spoke to via Website were so helpful and patient.
4.26E+18,6R5H9263,21-06-2026 02:08,Other,,Great deals on holiday packages! Visit my website.
4.26E+18,4UZA6964,21-06-2026 02:10,Other,,I appreciate the proactive communication throughout the Personal Loan application process.
4.26E+18,6R5H9263,21-06-2026 02:11,Other,,Tns is a test comment.
4.26E+18,J3PT9558,21-06-2026 04:47,Other,,The OTP to complete my transaction on the In-Person Branch never arrived.
4.26E+18,EHQC7123,21-06-2026 06:48,Other,,"I was promised a call back from your Website support team, but nobody ever called."
4.26E+18,YRFW6199,21-06-2026 07:40,Other,,The fine print in the Personal Loan agreement is predatory and confusing.
4.26E+18,YRFW6199,21-06-2026 08:05,Other,,I am writing to express my interest in the marketing manager position advertised on your careers page.
4.26E+18,0N0B3619,21-06-2026 08:42,Other,,My application for a Personal Loan was rejected without any explanation. What a waste of time.
4.26E+18,GUQU5782,21-06-2026 08:42,Other,,Why do I have to submixthe same document three times for one Insurance application?
4.26E+18,0N0B3619,21-06-2026 08:46,Other,,"i was promised a call back from your in-person branch support team, but nobody ever called."
4.26E+18,2F7O3750,21-06-2026 09:05,Won,1394,This is a test comment.
4.26E+18,WJ4T3397,21-06-2026 09:14,Other,,The KYC verpication process for the Personal Loan is a nightmare. It failed multiple times.
4.26E+18,7R8I8820,21-06-2026 09:22,Other,,THE NEW FEATURES IN THE MOBILE APP FOR MY CREDIT CARD ARE BRILLIANT.
4.26E+18,2RJM6771,21-06-2026 09:23,Other,,Requesting more informationobout the Car Loan benefits.
4.26E+18,IIIN3814,21-06-2026 09:28,Other,,The app is buggy and keeps logging me out while I'm trying to manage my Personal Loan.
4.26E+18,KT7S8071,21-06-2026 09:32,Other,,My apuication for a Insurance was rejected without any explanation. What a waste of time.
4.26E+18,Y48C9129,21-06-2026 09:50,Other,,Got my Car Loan documents and welcome kit very quickly. Super efficient!
4.26E+18,V7AT3937,21-06-2026 10:04,Other,,The app is buggy and keeps logging me out while I'm trying to manage my Car Loan.
4.26E+18,QFP12218,21-06-2026 10:20,Other,,Best biryani in Gurugram is at Sector 29 market.
4.26E+18,7WO59257,21-06-2026 10:28,Other,,the otp to complete my transaction on the in-person branch never arrived.
4.26E+18,8N9X5003,21-06-2026 10:32,Other,,"I am the best financial advisor in Haryana, contact me for portfolio management."
4.26E+18,WPAL5370,21-06-2026 10:36,Other,,My monthly statement for the Credit Card has been generated.
4.26E+18,J3PT9558,21-06-2026 10:51,Other,,What is the next step after applying for a Insurancehia the Chatbot?
4.26E+18,IIIN3814,21-06-2026 11:00,Other,,the agent at the in-person branch went above and beyond to help me with my credit card.
4.26E+18,2UE50518,21-06-2026 11:06,Other,,I am writing to express my interest in the marketing manager position advertised on your careers page.
4.26E+18,0T3F0163,21-06-2026 11:10,Won,2828,The interest rate on my Credit Card is fantastic. Better than I expected.
4.26E+18,81G50930,21-06-2026 11:10,Won,4184,The OTP to complete my transaction on the Chatbot never arrived.
4.26E+18,92PW4169,21-06-2026 11:12,Other,,why do i have to submit the same document three times for one insurance application?
4.26E+18,S1226853,21-06-2026 11:15,Won,1451,"I was promised a call back from your Chatbot support team, but nobody ever called."
4.26E+18,JNKL0303,21-06-2026 11:22,Other,,what are the international usage charges for my insurance?
4.26E+18,MTC52888,21-06-2026 11:27,Won,887,My monthly statement for the Car Loan has been generated.
4.26E+18,XHJP8235,21-06-2026 11:29,Other,,There are so many hidden fees! The Savings Account costs way more than advertised.
4.26E+18,KT7S8071,21-06-2026 11:36,Other,,I need to update my contact information for my Insurance.
4.26E+18,YPCE8747,21-06-2026 11:49,Other,,Customer service on your Phone Call was useless. They couldn't answer any of my questions.
4.26E+18,LVL99444,21-06-2026 11:55,Other,,the new features in the mobile app for my savings account are brilliant.
4.26E+18,LVL99444,21-06-2026 12:03,Won,1347,I WAS APPROVED FOR MY PERSONAL LOAN IN MINUTES. EXCELLENT SERVICE.
4.26E+18,7VKG1332,21-06-2026 12:04,Other,,The fine print in the Car Loan agreement is predatory and confusing.
4.26E+18,G5J42507,21-06-2026 12:09,Other,,My monthly statement for the Personal Loan has been generated.
4.26E+18,J3PT9558,21-06-2026 12:10,Other,,the information on the website is misleading and outdated.
4.26E+18,GHMK1380,21-06-2026 12:11,Other,,Just confirming that my documents for the Credit Card were received.
4.26E+18,92AX0063,21-06-2026 12:18,Other,,Great deals on holiday packages! Visit my website.
4.26E+18,DUWX5191,21-06-2026 12:20,Other,,"I was promised a call back from your Website support team, but nobody ever called."
4.26E+18,IFND0173,21-06-2026 12:22,Other,,Your Chatbot chatbot actually solved my problem without needing a human!
4.26E+18,VU599717,21-06-2026 12:23,Other,,Inquiry about the status of my Car Loan application.
4.26E+18,AJAO9799,21-06-2026 12:24,Other,,The process on the Website was incredibly smooth and fast!
4.26E+18,N3TZ7812,21-06-2026 12:30,Other,,I APPRECIATE THE PROACTIVE COMMUNICATION THROUGHOUT THE PERSONAL LOAN APPLICATION PROCESS.
4.26E+18,GCPE7706,21-06-2026 12:35,Other,,The insurance claim for my Car Loan was denied for a ridiculous reason.
4.26E+18,XAFF1517,21-06-2026 12:42,Other,,The app is buggy and keeps logging me out while I'm trying to manage my Credit Card.
4.26E+18,BWS36525,21-06-2026 12:45,Other,,the otp to complete my transaction on the mobile app never arrived.
4.26E+18,RWCO4489,21-06-2026 12:46,Other,,WHY DO I HAVE TO SUBMIT THE SAME DOCUMENT THREE TIMES FOR ONE PERSONAL LOAN APPLICATION?
4.26E+18,BWS36525,21-06-2026 12:49,Other,,The In-Person Branch is very user-friendly and easy to navigate. A great experience.
4.26E+18,RWCO4489,21-06-2026 12:51,Other,,The new features in the mobile app for my Savings Account are brilliant.
4.26E+18,3KC46536,21-06-2026 12:52,Other,,BUY $XYZ COIN NOW!! TO THE MOON!!
4.26E+18,5AW01138,21-06-2026 13:15,Other,,why do i have to submit the same document three times for one savings account application?
4.26E+18,A0J79899,21-06-2026 13:18,Won,2895,The app is buggy and keeps logging me out while I'm trying to manage my Personal Loan.
4.26E+18,A0J79899,21-06-2026 13:19,Won,887,The Chatbot kept crashing when I tried to apply for a Insurance.
4.26E+18,YUK65273,21-06-2026 13:22,Other,,THE IN-PERSON BRANCH KEPT CRASHING WHEN I TRIED TO APPLY FOR A CAR LOAN.
4.26E+18,3KC46536,21-06-2026 13:22,Other,,Why does it take over two weeks to get a simple Insurance approved?
4.26E+18,F5VM1593,21-06-2026 13:25,Other,,Requesting more information about the Insurance benefits.
4.26E+18,0X6R1708,21-06-2026 13:27,Other,,The fine print in the Credit Card agreement is predatory and confusing.
4.26E+18,C2DP8190,21-06-2026 13:34,Other,,I was on hold for 45 minutes when I called your Mobile App. Terrible support.
4.26E+18,8N9X5003,21-06-2026 13:35,Other,,your chatbot chatbot actually solved my problem without needing a human!
4.26E+18,C2DP8190,21-06-2026 13:36,Won,12593,the agent at the in-person branch went above and beyond to help me with my savings account.
4.26E+18,JNKL0303,21-06-2026 13:50,Other,,Everything was clear and transparent from the start. Very happy with the Insurance.
4.26E+18,XSDR6408,21-06-2026 13:51,Other,,Customer service on your In-Person Branch was useless. They couldn't answer any of my questions.
4.26E+18,2RJM6771,21-06-2026 13:55,Other,,Inquiry about the status of my Savings Account application.
4.26E+18,92AX0063,21-06-2026 14:03,Other,,Customer service on your Chatbot was useless. They couldn't answer any of my questions.
4.26E+18,HKC27478,21-06-2026 14:05,Other,,Is this where I order a taxi? I'm late for a meeting.
4.26E+18,K6WI5008,21-06-2026 14:05,Other,,Customer service on your Chatbot was useless. They couldn't answer any of my questions.
4.26E+18,LLET8844,21-06-2026 14:14,Won,12862,"I was promised a call back from your Chatbot support team, but nobody ever called."
4.26E+18,92AX0063,21-06-2026 14:15,Other,,"i was promised a call back from your phone call support team, but nobody ever called."
4.26E+18,D0JQ3101,21-06-2026 14:18,Won,14526,Seamless experienr from start to finish. 10/10.
4.26E+18,WMGN5574,21-06-2026 14:24,Other,,"I WAS PROMISED A CALL BACK FROM YOUR IN-PERSON BRANCH SUPPORT TEAM, BUT NOBODY EVER CALLED."
4.26E+18,Q9HD6739,21-06-2026 14:25,Other,,Why does it take over two weeks to get a simple Personal Loan approved?
4.26E+18,F5VM1593,21-06-2026 14:29,Won,2100,I appreciate the proactive communication throughout the Savings Account application process.
4.26E+18,M6HF8434,21-06-2026 14:31,Other,,can someone help me with my homework?
4.26E+18,OCX61830,21-06-2026 14:34,Other,,The staff I spoke to via Chatbot were so helpful and patient.
4.26E+18,VN3R7204,21-06-2026 14:39,Other,,Seamless experience from start to finish. 10/10.
4.26E+18,K6WI5008,21-06-2026 14:41,Won,2444,Subscribe to my YouTube channel for daily vlogs!
4.26E+18,LLET8844,21-06-2026 14:41,Other,,I have submitted my application for the Personal Loan.
4.26E+18,Z8AN1705,21-06-2026 14:47,Other,,The weather today is very pleasant.
4.26E+18,FGY95267,21-06-2026 15:07,Other,,The KYC verification process for the Credit Card is a nightmare. It failed multiple times.
4.26E+18,E41K8026,21-06-2026 15:14,Other,,The Chatbot is very user-friendly and easy to navigate. A great experience.
4.26E+18,WF435236,21-06-2026 15:22,Other,,Love the benefits offered with my new Car Loan. Highly recommend.
4.26E+18,E41K8026,21-06-2026 15:23,Other,,The Chatbot is very user-friendly and easy to navigate. A great experience.
4.26E+18,HJF17774,21-06-2026 15:25,Other,,Love the benefits offered with my new Savings Account. Highly recommend.
4.26E+18,V3DG9542,21-06-2026 15:32,Other,,Why does it take over two weeks to get a simple Credit Card approved?
4.26E+18,V3DG9542,21-06-2026 15:36,Won,20604,Everything was clear and transparent from the start. Very happy with the Car Loan.
4.26E+18,S1226853,21-06-2026 15:50,Won,1455,My monthly statement for the Car Loan has been generated.
4.26E+18,LLET8844,21-06-2026 15:50,Other,,My new Credit Card is now active.
4.26E+18,LLET8844,21-06-2026 15:51,Other,,Received a quote for my Insurance.
4.26E+18,YIS53449,21-06-2026 15:53,Other,,I was on hold for 45 minutes when I called your Website. Terrible support.
4.26E+18,QV6D0623,21-06-2026 15:58,Other,,I need to update my contact information for my Credit Card.
4.26E+18,Z8AN1705,21-06-2026 15:59,Other,,My applicationnor a Personal Loan was rejected without any explanation. What a waste of time.
4.26E+18,IJ6A6310,21-06-2026 16:06,Other,,"I am the best financial advisor in Haryana, contact me for portfolio management."
4.26E+18,CNH01617,21-06-2026 16:08,Other,,BUY $XYZ COIN NOW!! TO THE MOON!!
4.26E+18,PN1T8502,21-06-2026 16:11,Other,,"I was promised a call back from your Website support team, but nobody ever called."
4.26E+18,5HDM9291,21-06-2026 16:18,Won,2201,THE FINE PRINT IN THE PERSONAL LOAN AGREEMENT IS PREDATORY AND CONFUSING.
4.26E+18,XUTF2281,21-06-2026 16:24,Other,,Why do I have to submit the same document three times for one Car Loan application?
4.26E+18,8WUE7141,21-06-2026 16:33,Won,6898,The new features in the mobile app for my Credit Card are brilliant.
4.26E+18,4PFL2125,21-06-2026 16:37,Other,,WHY DO I HAVE TO SUBMIT THE SAME DOCUMENT THREE TIMES FOR ONE CREDIT CARD APPLICATION?
4.26E+18,QSMN6633,21-06-2026 16:44,Other,,Customer service on your Chatbot was useless. They couldn't answer any of my questions.
4.26E+18,7F2T0255,21-06-2026 16:52,Other,,Why does it take over two weeks to get a simple Insurance approved?
4.26E+18,GKTU4807,21-06-2026 16:55,Other,,I appreciate the proactive communication throughout the Savings Account application process.
4.26E+18,71KV1410,21-06-2026 16:56,Other,,There are so many hidden fees! The Savings Account costs way more thanfdvertised.
4.26E+18,J3PT9558,21-06-2026 16:59,Other,,I need to update my contact information for my Insurance.
4.26E+18,GKTU4807,21-06-2026 17:05,Other,,"i am the best financial advisor in haryana, contact me for portfolio management."
4.26E+18,N3TZ7812,21-06-2026 17:12,Other,,The Website kept crashing when I tried to apply for a Car Loan.
4.26E+18,YQAH2637,21-06-2026 17:14,Other,,I need to update my contact inforktion for my Car Loan.
4.26E+18,VNFB0777,21-06-2026 17:16,Other,,IS THERE AN ANNUAL FEE FOR THIS CREDIT CARD?
4.26E+18,N3TZ7812,21-06-2026 17:17,Other,,Inquiry about the status of my Credit Card application.
4.26E+18,N3TZ7812,21-06-2026 17:18,Other,,the otp to complete my transaction on the chatbot never arrived.
4.26E+18,SIG69909,21-06-2026 17:21,Other,,I appreciate the proactive communication throughout the Savings Account application process.
4.26E+18,UJ788468,21-06-2026 17:26,Other,,THE STAFF I SPOKE TO VIA CHATBOT WERE SO HELPFUL AND PATIENT.
4.26E+18,GKTU4807,21-06-2026 17:28,Other,,Customer service on your In-Person Branch was useless. They couldn't answer any of my questions.
4.26E+18,5TWL8796,21-06-2026 17:32,Other,,the app is buggy and keeps logging me out while i'm trying to manage my car loan.
4.26E+18,C68Q5375,21-06-2026 17:42,Other,,The app is buggy and keeps logging me out while I'm trying to manage my Credit Card.
4.26E+18,WAP51078,21-06-2026 17:44,Won,3145,WHAT IS THE NEXT STEP AFTER APPLYING FOR A CAR LOAN VIA THE CHATBOT?
4.26E+18,W82S4793,21-06-2026 17:46,Other,,My moehly statement for the Insurance has been generated.
4.26E+18,VW5L4850,21-06-2026 17:49,Other,,"I was promised a call back from your Phone Call support team, but nobody ever called."
4.26E+18,V7AT3937,21-06-2026 17:55,Other,,the agent at the phone call went above and beyond to help me with my savings account.
4.26E+18,UJWK4370,21-06-2026 18:01,Other,,i was on hold for 45 minutes when i called your website. terrible support.
4.26E+18,LLET8844,21-06-2026 18:09,Other,,Customer service on your Website was useless. They couldn't answer any of my questions.
4.26E+18,T6O41907,21-06-2026 18:11,Other,,Your so-called '24/7' Phone Call support is clearly not available at night.
4.26E+18,T6O41907,21-06-2026 18:13,Other,,The OTP to complete my transaction on the Phone Call never arrived.
4.26E+18,VLIJ7999,21-06-2026 18:32,Other,,Love the benefits offered with my new Car Loan. Highly recommend.
4.26E+18,WX1I0501,21-06-2026 18:50,Other,,BUY $XYZ COIN NOW!! TO THE MOON!!
4.26E+18,SIG69909,21-06-2026 18:51,Other,,The Chatbot kept crashing when I tried to apply for a Personal Loan.
4.26E+18,V3DG9542,21-06-2026 18:54,Won,20603,Customer service on your Mobile App was useless. They coudn't answer any of my questions.
4.26E+18,YUK65273,21-06-2026 19:09,Other,,Received a quote for my Savings Account.
